mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
ford,mondeo,gen-mk5-2014,2015,275000,1997,Diesel,Wądroże Wielkie,Dolnośląskie,44000
toyota,yaris,gen-iii-2011,2016,117777,998,Gasoline,Olsztyn,Warmińsko-mazurskie,41900
ford,edge,,2017,140447,1997,Diesel,Proszowice,Małopolskie,110000
skoda,superb,gen-iii-2015,2017,129267,1968,Diesel,Łódź,Łódzkie,84900
nissan,juke,gen-i-2010-2019,2017,90000,1197,Gasoline,Białystok,Podlaskie,49900
ford,focus-c-max,,2004,244500,1997,Diesel,Jelenia Góra,Dolnośląskie,8000
audi,a3,gen-8p-2003-2012,2005,282000,1896,Diesel,Warszawa,Mazowieckie,12900
skoda,superb,gen-iii-2015,2019,97810,1984,Gasoline,Falenty,Mazowieckie,159990
hyundai,ix35,,2014,178000,1685,Diesel,Osie,Kujawsko-pomorskie,48800
ford,kuga,gen-ii-2012-kuga,2018,22000,1499,Gasoline,Ziębice,Dolnośląskie,70700
renault,scenic,gen-ii-2003-2009-scenic,2008,200000,1998,Gasoline,Częstochowa,Śląskie,14300
mercedes-benz,cls-klasa,gen-c218-2011,2012,152311,2987,Diesel,Choszczówka Stojecka,Mazowieckie,117957
hyundai,ix35,,2013,198000,1995,Diesel,Przasnysz,Mazowieckie,49900
ford,s-max,gen-i-2006-2015,2014,188000,1596,Gasoline,Płock,Mazowieckie,54900
audi,a3,gen-8p-2003-2012,2008,340000,1896,Diesel,Gdańsk,Pomorskie,18900
alfa-romeo,giulia,,2021,5,2000,Gasoline,Zielona Góra,Lubuskie,241000
opel,astra,gen-h-2004-2013,2008,227000,1686,Diesel,Zamość,Lubelskie,13900
fiat,tipo,gen-ii-2016,2017,40161,1368,Gasoline,Katowice,Śląskie,45900
bmw,seria-3,gen-e90-2005-2012,2011,241000,1995,Diesel,Wrocław,Dolnośląskie,23900
volkswagen,golf,gen-vi-2008-2013,2010,262000,1598,Diesel,Mysłowice,Śląskie,19990
volkswagen,tiguan,gen-ii-2016-tiguan,2016,189000,2000,Diesel,Sierpc,Mazowieckie,102900
skoda,fabia,gen-iv-2021,2021,8,999,Gasoline,Nowy Sącz,Małopolskie,83700
kia,sportage,gen-iv-2016-sportage,2021,4,1598,Gasoline,Nowy Targ,Małopolskie,123800
volkswagen,up,,2017,111706,999,Gasoline,Poznań,Wielkopolskie,28900
bmw,seria-1,gen-f20-2011,2013,104560,1598,Gasoline,Opalenica,Wielkopolskie,33500
volkswagen,golf,gen-vii-2012,2017,68456,1395,Gasoline,Katowice,Śląskie,79900
fiat,freemont,,2011,259000,1956,Diesel,Wejherowo,Pomorskie,36900
mazda,cx-3,,2017,68422,1991,Gasoline,Katowice,Śląskie,85500
bmw,seria-5,gen-g30-2017,2019,123791,2993,Diesel,Warszawa,Mazowieckie,194900
volkswagen,passat,gen-b7-2010-2014,2012,255000,1598,Diesel,Wieniec,Kujawsko-pomorskie,29900
skoda,octavia,gen-iv-2019-octavia,2021,7,1984,Gasoline,Łódź,Łódzkie,174900
mitsubishi,outlander,gen-ii-2006-2013,2009,207680,1968,Diesel,Gdańsk,Pomorskie,30999
kia,sportage,gen-iii-2010-2015,2012,107472,1591,Gasoline,Warszawa,Mazowieckie,54900
mazda,3,gen-iv-2019-3,2019,28000,1998,Gasoline,Wrocław,Dolnośląskie,99800
mercedes-benz,e-klasa,gen-w211-2002-2009,2007,360000,2987,Diesel,Ciechocinek,Kujawsko-pomorskie,26500
ford,mondeo,gen-mk5-2014,2017,188323,1997,Diesel,Paczków,Opolskie,57900
hyundai,ix35,,2011,152900,1995,Diesel,Jasieniec,Mazowieckie,39900
mercedes-benz,c-klasa,gen-w205-2014,2015,61000,3982,Gasoline,Gorzów Wielkopolski,Lubuskie,123000
bmw,x4,gen-f26-2014%E2%80%932018,2018,39700,2993,Diesel,Warszawa,Mazowieckie,299900
volvo,v50,,2010,188428,1560,Diesel,Proszowice,Małopolskie,25000
bmw,seria-3,gen-e90-2005-2012,2005,169000,1995,Gasoline,Kraków,Małopolskie,24000
ford,focus,gen-mk2-2004-2011,2009,123000,1596,Gasoline,Gryfów Śląski,Dolnośląskie,17900
mini,cooper,,2009,227000,1560,Diesel,Poznań,Wielkopolskie,16500
mercedes-benz,s-klasa,gen-w221-2005,2008,289000,5461,Gasoline,Warszawa,Mazowieckie,57900
opel,vivaro,,2016,650000,1598,Diesel,Świnoujście,Zachodniopomorskie,59500
nissan,x-trail,gen-iii-2014-x-trail,2018,91000,1598,Diesel,Warszawa,Mazowieckie,76900
toyota,auris,gen-ii-2012,2014,122000,1329,Gasoline,Szamotuły,Wielkopolskie,54900
bmw,seria-5,gen-f10-2009,2012,210365,2993,Diesel,Międzyrzec Podlaski,Lubelskie,78800
audi,a6,gen-c6-2004-2011,2004,245000,3123,Gasoline,Sosnowiec,Śląskie,17600
peugeot,207,,2007,97000,1397,Gasoline,Mikołów,Śląskie,13900
volkswagen,polo,gen-iv-2001-2009,2006,224000,1390,Gasoline,Łomża,Podlaskie,12990
volvo,xc-60,gen-ii-2017,2020,19500,1969,Gasoline,Warszawa,Mazowieckie,209000
mercedes-benz,s-klasa,gen-w222-2013,2016,203123,2987,Diesel,Białogard,Zachodniopomorskie,252150
opel,corsa,gen-c-2000-2006,2002,154000,973,Gasoline,Radomsko,Łódzkie,6400
volkswagen,touareg,gen-ii-2010-touareg,2016,94000,2967,Diesel,Czarnków,Wielkopolskie,149900
ford,kuga,gen-i-2008-2012,2012,249000,1997,Diesel,Oborniki Śląskie,Dolnośląskie,47800
bmw,m4,,2021,5000,2993,Gasoline,Gdynia,Pomorskie,573500
ford,fiesta,gen-mk7-2008,2011,138000,1242,LPG,Wejherowo,Pomorskie,18900
kia,xceed,,2021,5,1500,Gasoline,Gorzów Wielkopolski,Lubuskie,94990
volkswagen,passat,gen-b7-2010-2014,2011,137000,1598,Diesel,Suchorzew,Wielkopolskie,32800
audi,a4,gen-b6-2000-2004,2004,270500,1896,Diesel,Gniezno,Wielkopolskie,12990
bmw,seria-3,gen-e90-2005-2012,2007,274000,1995,Diesel,Warszawa,Mazowieckie,23000
nissan,qashqai,gen-i-2007-2013,2012,179000,1600,Gasoline,Lębork,Pomorskie,38900
mercedes-benz,amg-gt,,2020,42000,2999,Gasoline,Poznań,Wielkopolskie,515000
opel,combo,gen-d-2011,2017,57000,1368,Gasoline,Świebodzice,Dolnośląskie,41950
skoda,superb,gen-iii-2015,2017,156598,1968,Diesel,Toruń,Kujawsko-pomorskie,86000
renault,fluence,,2010,112300,1461,Diesel,Dębienko,Wielkopolskie,19900
mercedes-benz,gl-klasa,gen-x164-2006-2012,2012,130000,4663,LPG,Białystok,Podlaskie,93900
bmw,x3,gen-e83-2003-2010,2006,182000,1995,Gasoline,Blizne,Podkarpackie,27900
kia,carens,gen-iv-2013-carens,2015,173600,1685,Diesel,Ostrołęka,Mazowieckie,37500
mercedes-benz,e-klasa,gen-w213-2016,2017,168530,2996,Gasoline,Kraków,Małopolskie,199900
hyundai,kona,,2020,14200,998,Gasoline,Opole,Opolskie,84700
renault,megane,gen-iii-2008-2016,2013,123000,1598,Gasoline,Jarosław,Podkarpackie,36999
volkswagen,tiguan,gen-ii-2016-tiguan,2016,116000,1395,Gasoline,Gdańsk,Pomorskie,99900
bmw,seria-3,gen-f30-2012,2012,178000,1995,Diesel,Radomsko,Łódzkie,47500
audi,a6,gen-c7-2011,2011,195000,2967,Diesel,Lublin,Lubelskie,64000
seat,leon,gen-iii-2012,2014,142859,1968,Diesel,Osiek,Małopolskie,47900
audi,a4,gen-b9-2015,2016,193664,1968,Diesel,Płock,Mazowieckie,95900
toyota,verso,,2011,221039,1998,Diesel,Kraków,Małopolskie,32800
peugeot,3008,gen-ii-2016-3008,2017,132000,1598,Gasoline,Toruń,Kujawsko-pomorskie,109900
bmw,seria-7,gen-e38-1994-2001,1999,300000,4398,Gasoline,Koło,Wielkopolskie,22900
peugeot,3008,gen-i-2009-2016,2009,196000,1997,Diesel,Legnica,Dolnośląskie,27999
volkswagen,tiguan,gen-ii-2016-tiguan,2021,5,1968,Diesel,Bydgoszcz,Kujawsko-pomorskie,132700
mercedes-benz,gle-klasa,gen-w167-2019,2022,0,0,Diesel,Wrocław,Dolnośląskie,356857
renault,koleos,,2021,5,1995,Diesel,Siedlce,Mazowieckie,170700
skoda,fabia,gen-ii-2007,2007,167000,1386,Gasoline,Olsztyn,Warmińsko-mazurskie,13900
audi,a4,gen-b9-2015,2017,190070,1968,Diesel,Bogatynia,Dolnośląskie,84900
opel,astra,gen-j-2009-2015,2010,140000,1364,Gasoline,Kraków,Małopolskie,24900
audi,q7,gen-i-2005-2015,2006,283000,2967,Diesel,Gostynin,Mazowieckie,33300
bmw,x3,gen-g01-2017,2018,64300,1995,Diesel,Warszawa,Mazowieckie,169900
volvo,xc-90,gen-ii-2014-xc-90,2019,69000,1969,Diesel,Olsztyn,Warmińsko-mazurskie,269000
toyota,auris,gen-i-2006-2012-auris,2012,85575,1598,Gasoline,Elbląg,Warmińsko-mazurskie,38900
audi,a4,gen-b9-2015,2016,108000,1968,Diesel,Pleszew,Wielkopolskie,84500
renault,koleos,,2009,219000,2488,Gasoline,Puławy,Lubelskie,28900
fiat,500l,,1971,200000,499,Gasoline,Cieszyn,Śląskie,18000
toyota,yaris,gen-iii-2011,2012,173000,998,Gasoline,Lubin,Dolnośląskie,24900
skoda,kodiaq,,2021,1,1968,Diesel,Tarnów,Małopolskie,188700
volvo,xc-90,gen-i-2002,2006,435000,2401,Diesel,Lublin,Lubelskie,24900
ford,focus-c-max,,2004,303000,1560,Diesel,Warszawa,Mazowieckie,6300
nissan,qashqai,gen-ii-2013,2019,60000,1332,Gasoline,Łomianki,Mazowieckie,88700
kia,pro-ceed,,2021,5,1591,Gasoline,Lublin,Lubelskie,147400
audi,a6,gen-c6-2004-2011,2006,275000,1984,Gasoline,Poznań,Wielkopolskie,16500
audi,q2,,2021,9300,1498,Gasoline,Warszawa,Mazowieckie,150000
bmw,seria-7,gen-g11-12-2015,2021,5,2993,Diesel,Częstochowa,Śląskie,654800
audi,a4,gen-b8-2007-2015,2013,128900,1968,Diesel,Lipiny,Mazowieckie,45900
bmw,seria-1,gen-f20-2011,2016,88115,1496,Diesel,Warszawa,Mazowieckie,72799
renault,captur,,2017,77280,1461,Diesel,Osiek,Małopolskie,46900
kia,ceed,gen-i-2006-2012,2008,136000,1591,Gasoline,Bolesławiec,Dolnośląskie,17800
hyundai,ix35,,2013,88296,1591,Gasoline,Lublin,Lubelskie,43900
opel,corsa,gen-f-2019,2021,1,1199,Gasoline,Włocławek,Kujawsko-pomorskie,65900
volvo,s80,gen-ii-2006,2006,274000,2521,Gasoline,Dąbrowa Górnicza,Śląskie,23900
ford,fiesta,gen-mk7-2008,2011,122000,1399,Diesel,Radom,Mazowieckie,11300
volkswagen,golf,gen-v-2003-2009,2005,241000,1968,Diesel,Bodzanów,Małopolskie,14900
mercedes-benz,a-klasa,gen-w177-2018,2022,2,1991,Gasoline,Wrocław,Dolnośląskie,241817
seat,ibiza,gen-iv-2008,2009,84000,1598,Gasoline,Gdańsk,Pomorskie,24900
kia,ceed,gen-ii-2012-ceed,2014,115700,1591,Gasoline,Zbąszyń,Wielkopolskie,49900
audi,a4-allroad,,2012,223800,1968,Diesel,Zakopane,Małopolskie,58000
ford,fiesta,gen-mk7-2008,2015,186500,998,Gasoline,Wschowa,Lubuskie,25500
mercedes-benz,a-klasa,gen-w169-2004-2012,2008,132000,1991,Diesel,Słupca,Wielkopolskie,14900
audi,a3,gen-8p-2003-2012,2003,220000,1595,Gasoline,Tarnowskie Góry,Śląskie,13900
skoda,octavia,gen-iv-2019-octavia,2021,1,1395,Gasoline,Chorzów,Śląskie,172120
renault,megane,gen-iv-2016,2020,40831,1461,Diesel,Sękocin Nowy,Mazowieckie,79900
audi,a4,gen-b8-2007-2015,2008,308970,1968,Diesel,Kępno,Wielkopolskie,30000
mercedes-benz,sl,gen-r230-2001-2013,2005,98243,5980,Gasoline,Gdańsk,Pomorskie,299900
fiat,500,,2018,25681,1242,Gasoline,Marki,Mazowieckie,37515
peugeot,206,,2005,172300,1360,Gasoline,Grudziądz,Kujawsko-pomorskie,7999
hyundai,tucson,gen-iii-2015-2020,2018,62000,1591,Gasoline,Garwolin,Mazowieckie,69500
volkswagen,golf,gen-iv-1997-2006,2002,231333,1390,Gasoline,Radom,Mazowieckie,6700
audi,q5,gen-8r-2008-2016,2015,140000,2967,Diesel,Kalisz,Wielkopolskie,112500
audi,a3,gen-8v-2012,2019,20542,1498,Gasoline,Częstochowa,Śląskie,109900
opel,insignia,gen-a-2008-2017,2013,151000,1956,Diesel,Gózd,Mazowieckie,37900
bmw,seria-5,gen-e39-1996-2003,2002,330000,2926,Diesel,Rusko,Dolnośląskie,23000
ford,focus,gen-mk4-2018,2018,70000,1499,Diesel,Warszawa,Mazowieckie,66900
volkswagen,passat,gen-b5-fl-2000-2005,2004,405792,1896,Diesel,Leszno,Wielkopolskie,6500
opel,zafira,gen-c-2011,2016,162000,1956,Diesel,Miechucino,Pomorskie,51906
ford,c-max,gen-i-2003-2010-c-max,2007,191000,1997,Diesel,Jegłownik,Warmińsko-mazurskie,17900
audi,a4,gen-b7-2004-2007,2007,229000,1984,Gasoline,Toruń,Kujawsko-pomorskie,23800
audi,a6,gen-c7-2011,2014,150000,1968,Diesel,Swarzędz,Wielkopolskie,69900
alfa-romeo,giulia,,2021,1,1995,Gasoline,Tychy,Śląskie,195900
peugeot,308,,2010,245400,1560,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,13500
bmw,x3,gen-g01-2017,2021,6,1998,Hybrid,Kraków,Małopolskie,300300
seat,leon,gen-iii-2012,2016,106168,1984,Gasoline,Warszawa,Mazowieckie,89900
skoda,superb,gen-iii-2015,2018,161160,1968,Diesel,Novy Jicin,Moravian-Silesian Region,90018
kia,ceed,gen-ii-2012-ceed,2012,262000,1582,Diesel,Kuby Młyny,Świętokrzyskie,25900
opel,insignia,gen-a-2008-2017,2013,161000,1956,Diesel,Kielce,Świętokrzyskie,19900
mercedes-benz,s-klasa,gen-w222-2013,2015,275000,2987,Diesel,Kielce,Świętokrzyskie,169740
bmw,seria-1,gen-e87-2004-2013,2011,199000,1995,Diesel,Rawicz,Wielkopolskie,23500
audi,a2,,2000,216000,1390,Gasoline,Bolesławiec,Dolnośląskie,8990
ford,mondeo,gen-mk4-2007-2014,2008,230000,1753,Diesel,Starogard Gdański,Pomorskie,12999
nissan,qashqai,gen-ii-2013,2018,41900,1197,Gasoline,Suwałki,Podlaskie,87900
honda,civic,gen-viii-2006-2011,2014,78295,1799,Gasoline,Piaseczno,Mazowieckie,53500
hyundai,ix35,,2013,166951,1685,Diesel,Ostrołęka,Mazowieckie,39700
peugeot,207,,2007,128000,1598,Gasoline,Elbląg,Warmińsko-mazurskie,10900
opel,astra,gen-j-2009-2015,2011,98795,1598,Gasoline,Janki,Mazowieckie,32900
nissan,micra,gen-k13-2010,2011,68330,1198,Gasoline,Lublin,Lubelskie,22900
peugeot,2008,,2017,134000,1560,Diesel,Płock,Mazowieckie,40900
ford,mondeo,gen-mk4-2007-2014,2010,191000,1999,Gasoline,Kutno,Łódzkie,39900
mini,cooper,,2018,49900,1499,Gasoline,Lublin,Lubelskie,82000
volkswagen,polo,gen-iv-2001-2009,2006,181834,1198,Gasoline,Kraków,Małopolskie,10500
volvo,xc-40,,2021,1,1969,Gasoline,Kraków,Małopolskie,205400
toyota,corolla,gen-e21-2019,2019,97000,1987,Hybrid,Brzeg,Opolskie,109000
opel,zafira,gen-c-2011,2017,92174,1598,Diesel,Lublin,Lubelskie,53900
hyundai,i20,gen-ii-2014,2022,6,1598,Gasoline,Piotrków Trybunalski,Łódzkie,102000
audi,a4,gen-b7-2004-2007,2007,258821,1984,LPG,Sulechów,Lubuskie,21400
peugeot,208,,2014,136000,1398,Diesel,Wągrowiec,Wielkopolskie,24900
peugeot,206,,2004,158000,1360,Gasoline,Wałbrzych,Dolnośląskie,4333
seat,altea-xl,,2012,196000,1598,Diesel,Żyrardów,Mazowieckie,23500
volkswagen,golf,gen-vii-2012,2018,82870,1395,Gasoline,Przeźmierowo,Wielkopolskie,71900
skoda,octavia,gen-iii-2013,2018,45802,1984,Gasoline,Bydgoszcz,Kujawsko-pomorskie,87900
opel,astra,gen-h-2004-2013,2007,208000,1910,Diesel,Wrocław,Dolnośląskie,17000
opel,astra,gen-h-2004-2013,2005,222900,1598,Gasoline,Słupca,Wielkopolskie,9450
opel,meriva,gen-i-2002-2010,2004,225000,1686,Diesel,Wilków Wielki,Dolnośląskie,6900
opel,astra,gen-h-2004-2013,2004,145000,1998,Gasoline,Gdańsk,Pomorskie,16900
skoda,kodiaq,,2017,85600,1395,Gasoline,Myślenice,Małopolskie,92900
toyota,rav4,gen-iv-2012,2018,137000,2494,Hybrid,Zielona Góra,Lubuskie,103320
opel,zafira,gen-a-1999-2005,2002,216000,1998,Gasoline,Radom,Mazowieckie,13900
opel,insignia,gen-a-2008-2017,2011,265000,1956,Diesel,Księżyno,Podlaskie,26000
bmw,seria-5,gen-g30-2017,2017,39200,1995,Diesel,Gdynia,Pomorskie,169900
mercedes-benz,a-klasa,gen-w169-2004-2012,2005,155000,1699,Gasoline,Raciąż,Mazowieckie,10999
opel,astra,gen-j-2009-2015,2012,175440,1362,Gasoline,Wola Korycka Dolna,Mazowieckie,27900
nissan,primera,gen-p12-2001,2007,246000,1769,Gasoline,Radom,Mazowieckie,10900
volvo,s80,gen-ii-2006,2006,246000,2521,Gasoline,Łęczna,Lubelskie,29900
audi,a3,gen-8v-2012,2015,101361,1984,Gasoline,Banino,Pomorskie,71500
ford,fiesta,gen-mk7-2008,2009,169100,1242,Gasoline,Kościerzyna,Pomorskie,15990
skoda,superb,gen-iii-2015,2021,5,1498,Gasoline,Tychy,Śląskie,118900
kia,sportage,gen-iii-2010-2015,2010,154422,1591,Gasoline,Sierakowice,Pomorskie,49700
toyota,corolla,gen-e21-2019,2021,2,1496,Gasoline,Rzgów,Łódzkie,107100
renault,talisman,,2018,81103,1598,Diesel,Lublin,Lubelskie,79900
audi,a6,gen-c8-2018,2021,15399,2967,Diesel,Bydgoszcz,Kujawsko-pomorskie,324500
mercedes-benz,cls-klasa,gen-c219-2004-2010,2006,396225,2987,Diesel,Kraków,Małopolskie,38745
volkswagen,golf,gen-v-2003-2009,2008,138237,1390,Gasoline,Deszczno,Lubuskie,14900
ford,mondeo,gen-mk4-2007-2014,2009,199000,1997,Diesel,Kraków,Małopolskie,21500
mazda,6,gen-ii-2007-2013-6,2012,103500,1999,Gasoline,Wschowa,Lubuskie,31500
volvo,v60,gen-i-2011-2018,2015,156000,1969,Gasoline,Ostrołęka,Mazowieckie,68500
opel,karl,,2015,139800,999,Gasoline,Poznań,Wielkopolskie,24999
opel,zafira,gen-b-2005-2011,2007,229000,1796,Gasoline,Nowa Wieś Wielka,Kujawsko-pomorskie,16500
mazda,6,gen-iii-2012-6,2014,69000,2488,Gasoline,Rzeszów,Podkarpackie,58900
skoda,rapid,,2018,37000,1000,Gasoline,Warszawa,Mazowieckie,47900
renault,captur,,2018,19632,1197,Gasoline,Rumia,Pomorskie,62900
volkswagen,touran,gen-iii-2015-touran,2022,10,1498,Gasoline,Warszawa,Mazowieckie,145650
ford,fiesta,gen-mk7-2008,2015,144102,1560,Diesel,Sosnowiec,Śląskie,28000
bmw,seria-3,gen-e46-1998-2007,2001,280000,1951,Diesel,Nysa,Opolskie,6300
skoda,fabia,gen-iii-2014,2015,238000,1197,Gasoline,Mińsk Mazowiecki,Mazowieckie,25800
opel,astra,gen-h-2004-2013,2007,191000,1598,Gasoline,Leszno,Wielkopolskie,16700
ford,galaxy,gen-mk2-2006-2015,2012,139989,1999,Gasoline,Białystok,Podlaskie,34999
volkswagen,passat,gen-b7-2010-2014,2017,199895,1968,Diesel,Lublin,Lubelskie,60000
seat,leon,gen-iii-2012,2014,154000,1968,Diesel,Bielsko-Biała,Śląskie,48900
skoda,fabia,gen-ii-2007,2010,173000,1422,Diesel,Bydgoszcz,Kujawsko-pomorskie,10900
hyundai,elantra,gen-iv-2016-elantra,2017,165679,1591,Gasoline,Poznań,Wielkopolskie,47900
ford,fusion,,2016,83300,1999,LPG,Niewodnica Korycka,Podlaskie,51700
mazda,cx-5,,2016,236000,2191,Diesel,Warszawa,Mazowieckie,69900
hyundai,ix35,,2012,87354,1995,Diesel,Katowice,Śląskie,47000
opel,meriva,gen-i-2002-2010,2007,226887,1400,LPG,Chmielnik,Świętokrzyskie,12300
mercedes-benz,v-klasa,,2015,172000,1598,Diesel,Poznań,Wielkopolskie,169000
citroen,c5,gen-iii-2008,2010,250000,1997,Diesel,Radziejów,Kujawsko-pomorskie,24900
renault,clio,gen-iii-2005-2012,2012,174000,0,Diesel,Lipnik,Zachodniopomorskie,17900
audi,a3,gen-8l-1996-2003,2002,175250,1595,Gasoline,Lipno,Kujawsko-pomorskie,9900
hyundai,i30,gen-i-2007-2012,2010,141543,1396,Gasoline,Pielgrzymowice,Śląskie,19900
honda,civic,gen-x-2017,2018,70652,1597,Diesel,Jasło,Podkarpackie,58500
kia,sportage,gen-iv-2016-sportage,2018,105442,1598,Diesel,Piaseczno,Mazowieckie,94000
mercedes-benz,e-klasa,gen-w212-2009,2011,28554,2143,Diesel,Psary,Śląskie,75000
seat,altea-xl,,2008,152000,1390,Gasoline,Jarocin,Wielkopolskie,17900
seat,toledo,gen-iv-2012-toledo,2018,90000,999,Gasoline,Warszawa,Mazowieckie,49900
toyota,land-cruiser,gen-vi-2010,2018,20733,4500,Diesel,Piotrków Trybunalski,Łódzkie,249000
nissan,juke,gen-ii-2019,2020,18764,999,Gasoline,Wrocław,Dolnośląskie,86900
nissan,leaf,,2018,11736,0,Electric,Piaseczno,Mazowieckie,90000
bmw,seria-1,gen-e87-2004-2013,2006,174000,1995,Gasoline,Drzewica,Łódzkie,16900
bmw,seria-3,gen-e90-2005-2012,2007,148000,1995,Gasoline,Świercze,Mazowieckie,23900
honda,civic,gen-viii-2006-2011,2010,171000,2204,Diesel,Zduńska Wola,Łódzkie,22400
skoda,roomster,,2007,141000,1598,Gasoline,Żyrardów,Mazowieckie,17900
opel,astra,gen-j-2009-2015,2013,184770,1956,Diesel,Kraków,Małopolskie,29000
volkswagen,passat,gen-b6-2005-2010,2006,153863,3168,Gasoline,Tarnowskie Góry,Śląskie,19999
opel,crossland-x,,2021,6,1199,Gasoline,Włocławek,Kujawsko-pomorskie,76500
hyundai,santa-fe,gen-iii-2012-santa-fe,2013,121567,2199,Diesel,Nowy Sącz,Małopolskie,73900
volvo,xc-90,gen-ii-2014-xc-90,2018,45000,1969,Gasoline,Siedlce,Mazowieckie,169000
audi,a6,gen-c7-2011,2016,40900,1984,Gasoline,Warszawa,Mazowieckie,104500
hyundai,i20,gen-i-2008-2014,2014,107000,1248,Gasoline,Ryki,Lubelskie,24900
volkswagen,golf,gen-v-2003-2009,2008,199512,1595,Gasoline,Białogard,Zachodniopomorskie,18800
ford,fiesta,gen-mk7-2008,2009,159000,1242,Gasoline,Elbląg,Warmińsko-mazurskie,15999
volkswagen,passat,gen-b8-2014,2015,196000,1968,Diesel,Zbytków,Śląskie,79900
volkswagen,golf,gen-vi-2008-2013,2009,141000,1390,Gasoline,Kołobrzeg,Zachodniopomorskie,21900
toyota,yaris,gen-iv-2020,2022,1,1497,Hybrid,Chorzów,Śląskie,83400
opel,astra,gen-h-2004-2013,2006,143000,1796,Gasoline,Swarzędz,Wielkopolskie,16500
ford,galaxy,gen-mk2-2006-2015,2007,279000,1753,Diesel,Gdańsk,Pomorskie,17900
chevrolet,orlando,,2011,133000,1796,Gasoline,Mińsk Mazowiecki,Mazowieckie,28900
volvo,s60,gen-iii-2018-s60,2020,100,1969,Gasoline,Poznań,Wielkopolskie,204900
toyota,aygo,gen-ii-2014-aygo,2021,5,998,Gasoline,Sosnowiec,Śląskie,51600
toyota,yaris,gen-iii-2011,2013,250000,998,Gasoline,Kraków,Małopolskie,18696
mercedes-benz,c-klasa,gen-w205-2014,2016,181500,1598,Diesel,Gliwice,Śląskie,67900
volkswagen,passat,gen-b8-2014,2018,57000,1968,Diesel,Wrocław,Dolnośląskie,92899
mercedes-benz,clk-klasa,gen-w208-1997-2002,1999,225000,1998,Gasoline,Mielec,Podkarpackie,10400
opel,astra,gen-j-2009-2015,2015,80800,1598,Gasoline,Bydgoszcz,Kujawsko-pomorskie,45900
audi,q3,,2021,10,1498,Gasoline,Częstochowa,Śląskie,182600
mercedes-benz,s-klasa,gen-w222-2013,2018,44000,2925,Diesel,Toruń,Kujawsko-pomorskie,399000
renault,clio,gen-iii-2005-2012,2008,73000,1149,Gasoline,Świebodzin,Lubuskie,8999
mazda,6,gen-i-2002-2008,2004,220000,1798,Gasoline,Ostrzeszów,Wielkopolskie,6200
bmw,seria-6,gen-f12-13-2011,2017,54000,2993,Diesel,Warszawa,Mazowieckie,239900
renault,kadjar,,2016,270657,1461,Diesel,Lipówki,Mazowieckie,56900
opel,combo,gen-d-2011,2012,237000,1598,Diesel,Elbląg,Warmińsko-mazurskie,24800
seat,leon,gen-iii-2012,2017,75493,1798,Gasoline,Szamocin,Wielkopolskie,49900
audi,a4-allroad,,2016,184000,1968,Diesel,Żyrardów,Mazowieckie,89900
renault,koleos,,2015,113915,1995,Diesel,Krotoszyn,Wielkopolskie,40900
mini,clubman,,2008,207000,1598,LPG,Rzeszów,Podkarpackie,21500
audi,a8,gen-d3-2002-2010,2008,240300,2967,Diesel,Myślenice,Małopolskie,30900
audi,sq5,,2022,5,2967,Diesel,Wolica,Mazowieckie,427700
audi,q8,,2019,31540,2995,Gasoline,Grudziądz,Kujawsko-pomorskie,315000
mercedes-benz,cla-klasa,,2017,103048,1595,Gasoline,Chojnice,Pomorskie,84800
audi,a8,gen-d4-2010,2013,201000,4134,Diesel,Bytów,Pomorskie,100000
renault,megane,gen-iv-2016,2016,151500,1461,Diesel,Wieliczka,Małopolskie,48900
mercedes-benz,s-klasa,gen-w221-2005,2006,74000,5513,Gasoline,Zielona Góra,Lubuskie,98500
volkswagen,passat,gen-b7-2010-2014,2012,146440,1968,Diesel,Bydgoszcz,Kujawsko-pomorskie,32900
bmw,x3,gen-f25-2010,2016,99000,1997,Gasoline,Lublin,Lubelskie,117798
ford,mustang,,2022,5,5038,Gasoline,Wrocław,Dolnośląskie,277500
renault,grand-scenic,gen-ii-2003-2009-grand-scenic,2009,199000,1998,Gasoline,Częstochowa,Śląskie,18900
volkswagen,golf,gen-vii-2012,2018,131600,1968,Diesel,Poznań,Wielkopolskie,84900
volkswagen,passat,gen-b8-2014,2014,89475,1968,Diesel,Piaseczno,Mazowieckie,76000
volkswagen,passat,gen-b6-2005-2010,2007,202000,1984,Gasoline,Ząbki,Mazowieckie,15500
audi,a3,gen-8p-2003-2012,2005,183000,1595,Gasoline,Warszawa,Mazowieckie,15000
seat,leon,gen-iii-2012,2015,122400,1984,Gasoline,Warszawa,Mazowieckie,84000
honda,civic,gen-viii-2006-2011,2010,198289,1799,Gasoline,Kraków,Małopolskie,31900
mercedes-benz,e-klasa,gen-w213-2016,2020,32600,1950,Diesel,Wrocław,Dolnośląskie,249900
renault,kadjar,,2020,3847,1332,Gasoline,Częstochowa,Śląskie,88900
volvo,xc-90,gen-ii-2014-xc-90,2015,182300,1969,Diesel,Wrocław,Dolnośląskie,142500
volkswagen,golf,gen-v-2003-2009,2005,191000,1595,Gasoline,Słupca,Wielkopolskie,14900
toyota,corolla,gen-e21-2019,2019,30705,1798,Hybrid,Wrocław,Dolnośląskie,88900
